name,Sorting,Installed_By,Notes,RHEL9_LD,RHEL8_LD,OpenSUSE_15.6_LD,OpenSUSE_15.5_LD,Legacy-OS_OpenSUSE_15.4_LD,Ubuntu_24.04_LD,Ubuntu_22.04_LD,Legacy-OS_Ubuntu_20.04_LD,Linux_RT,Windows_11,Windows_10,Windows_Server_2025,Windows_Server_2022,Windows_Server_2019_64-bit,Legacy-OS_Windows_Server_2016_64-bit,Linux_Download,Linux_RT_Download,Windows_Download,Legacy-OS_RHEL7_LD,Legacy-OS_CENTOS7_LD,Legacy-OS_OpenSUSE_15.3_LD,Legacy-OS_OpenSUSE_15.2_LD,Legacy-OS_OpenSUSE_15.1_LD,Legacy-OS_Ubuntu_18.04_LD,Legacy-OS_Windows_8,Legacy-OS_Windows_7,Legacy-OS_MacOS 11,Legacy-OS_MacOS 10.15
cRIO-9039 (EtherNet/IP),9039,NI-Industrial Communications for Ethernet/IP,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,2022 Q3,16,**NOT Reviewed**,2022 Q3,21,21,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9039 (IEC 60870-5),9039,NI-Industrial Communications for IEC 60870-5," <ul><li>Known Issues, Readmes, etc. to <a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-60870-5.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,16,16,**NOT Reviewed**,16,16,16,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-60870-5.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9039 (IEC 61850),9039,NI-Industrial Communications for IEC 61850," <ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-iec-61850.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,15,15,**NOT Reviewed**,15,15,15,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-61850.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9039-Sync (EtherNet/IP),9039.5,NI-Industrial Communications for Ethernet/IP,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,2022 Q3,16,**NOT Reviewed**,2022 Q3,21,21,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (EtherCAT),9040,NI-Industrial Communications for EtherCAT,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-EtherCAT.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19,21.5,20,**NOT Reviewed**,21.5,21.5,21.5,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-ethercat.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (CompactRIO),9040,NI-CompactRIO/NI-RIO,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-compactrio.html"" target=""_blank"">Release Notes</a>)</li><li>Before using NI-RIO on Linux, you must begin development on a computer running Windows. Refer to the <a href=""https://www.ni.com/en/support/documentation/supplemental/24/ni-rio-for-linux.html"" target=""_blank"">NI-RIO for Linux Readme.</a></li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2022 Q4,19.1,2024 Q4,2023 Q4,2022 Q4 to 2024 Q4,2024 Q4**,2022 Q4**,21 to 2024 Q4,19.1,2022 Q3,15.5,2025 Q2,2022 Q3,21,20 to 2024 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-compactrio.html"" target=""_blank"">latest version</a>",19.1 to 2022 Q3,19.1 to 2022 Q3,2022 Q4 to 2023 Q3,21.0 to 2022 Q3,20.0 to 2022 Q3,21.0 to 2022 Q3,15.0 to 20.5,15.0 to 20.5,Not Supported,Not Supported
cRIO-9040 (DAQmx),9040,NI-DAQmx,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en/support/documentation/release-notes/product.ni-daq-mx.html"" target=""_blank"">Release Notes</a>)</li><li>You must install both NI-CompactRIO and NI-DAQmx. For additional information on driver support, refer to <a href=""http://digital.ni.com/express.nsf/bycode/softwareversion"" target=""_blank"">Software Support for CompactRIO, CompactDAQ, Single-Board RIO, R Series, and EtherCAT.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1,2022 Q3,19.1,2025 Q2,2022 Q3,20.7,20 to 2024 Q3,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-daq-mx.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,19.1 to 20.1,19.1 to 20.1,Not Supported,Not Supported
cRIO-9040 (CANopen),9040,NI-Industrial Communications for CANopen," <ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-canopen.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.5,Not Supported,16,Not Supported,Not Supported,21.5,21.5,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-canopen.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (DeviceNet),9040,NI-Industrial Communications for DeviceNet," <ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-devicenet.html"" target=""_blank"">Release Notes</a>)</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.5,Not Supported,16,Not Supported,Not Supported,21.5,21.5,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-devicenet.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (DNP3),9040,NI-Industrial Communications for DNP3," <ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-dnp3.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,14,14,**NOT Reviewed**,14,14,14,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-dnp3.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (EtherNet/IP),9040,NI-Industrial Communications for Ethernet/IP,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,2022 Q3,16,**NOT Reviewed**,2022 Q3,21,21,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-ethernet-ip.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (IEC 60870-5),9040,NI-Industrial Communications for IEC 60870-5," <ul><li>Known Issues, Readmes, etc. to <a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-60870-5.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,16,16,**NOT Reviewed**,16,16,16,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-60870-5.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9040 (IEC 61850),9040,NI-Industrial Communications for IEC 61850," <ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-industrial-communications-for-iec-61850.html"" target=""_blank"">Release Notes</a>)</li><li>Table may exclude software versions older than 21.3; support may have been available earlier.</li></ul>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,21.3,15,15,**NOT Reviewed**,15,15,15,Not Supported,"<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-industrial-communications-for-iec-61850.html"" target=""_blank"">latest version</a>",Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Not Supported,Check readmes older than 21.3/2021 SP1,Check readmes older than 21.3/2021 SP1,Not Supported,Not Supported
cRIO-9041 (CompactRIO),9041,NI-CompactRIO/NI-RIO,"<ul><li>Known Issues, Readmes, etc. (<a href=""https://www.ni.com/en-us/support/documentation/release-notes/product.ni-compactrio.html"" target=""_blank"">Release Notes</a>)</li><li>Before using NI-RIO on Linux, you must begin development on a computer running Windows. Refer to the <a href=""https://www.ni.com/en/support/documentation/supplemental/24/ni-rio-for-linux.html"" target=""_blank"">NI-RIO for Linux Readme.</a></li><li>**Select NI drivers are incompatible with default IOMMU settings on Linux Kernel 6.8 and later, resulting in generic hardware or internal errors while using NI hardware.  Consult the <a href=""https://www.ni.com/r/iommu-linux"" target=""_blank"">NI Platform on Linux Desktop User Manual</a> for more information.</li></ul>",2022 Q4,19.1,2024 Q4,2023 Q4,2022 Q4 to 2024 Q4,2024 Q4**,2022 Q4**,21 to 2024 Q4,19.1,2022 Q3,15.5,2025 Q2,2022 Q3,21,20 to 2024 Q4,"<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-linux-device-drivers.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/software-products/download.ni-linux-rt-system-image.html"" target=""_blank"">latest version</a>","<a href=""https://www.ni.com/en-us/support/downloads/drivers/download.ni-compactrio.html"" target=""_blank"">latest version</a>",19.1 to 2022 Q3,19.1 to 2022 Q3,2022 Q4 to 2023 Q3,21.0 to 2022 Q3,20.0 to 2022 Q3,21.0 to 2022 Q3,15.0 to 20.5,15.0 to 20.5,Not Supported,Not Supported
